"label","text"
2,"바울은 로마시민으로 공정한 재판을 받기 위해 감옥에 몇 년 있었나요"
2,"이번주 최고 기온이 몇 도야"
2,"다음달에 일주일 휴가 쓰기 가장 적당한 날짜가 언제니"
2,"연결 가능한 와이파이 목록을 알려줘"
2,"오늘 황사 있니"
2,"서울 미세먼지 농도 나쁘니"
2,"지금 실내 온도가 몇 도니"
2,"이번주에 태풍 오니"
2,"어제 받은 메일에 첨부파일 있는지 확인해줘"
2,"올해 공휴일이 몇번인지 아니"
2,"오늘 최고 기온이 몇돈지 아니"
2,"가스레인지에 불이 켜져있니"
2,"네가 좋다고 추천해준 한의원 전화번호 좀 다시 가르쳐 줄래 "
2,"공부는 잘 돼가니"
2,"부산 날씨 좀 검색해줘"
2,"오늘 평균기온 몇 도야"
2,"미 상공회의소 회장과 인터뷰 기사 뭐야"
2,"오늘 오존 수치 알려줘"
2,"내일 필리핀 온도가 얼마인지좀 알려줘"
2,"내 아이 유치원 행사 일정 알려줘"
2,"은옥이 안온다고 조금 아까 연락 왔는데 너는 어디쯤이야"
2,"저번 달 평균 기온이 어떻게 되니"
2,"진영이랑 칠월에 보기로 했는데 언제지"
2,"부가세 내는 달이 언제야"
2,"다음 주 월요일에 발표 일정이 있니"
2,"밤 사이에 얼마나 비가 왔는지 강수량 좀 확인해줘"
2,"회신 이메일 모두 알려"
2,"이번 주일 일정이 뭐가 있어"
2,"토익은 혼자 공부하는 게 좋을까 학원을 다니는 게 좋을까"
2,"보일러 온도가 이십육도 인지 확인했니"
2,"거실 조명이 어둡니"
2,"이번주에 밥 같이 먹을 수 있어 언제 시간 괜찮아"
2,"내일 일정 비어있는 시간 알려줘 "
2,"출장 비행기가 몇 시 출발이었지"
2,"양화대교 진입로 상황을 보여주련"
2,"온지 한달 지난 것중에 내가 안읽은 메일이 있니"
2,"심야 영업도 되는 건가 "
2,"사람들은 왜 주식을 사는 것일까 "
2,"프로축구 개막일 관련 기사 찾아주렴"
2,"바나나 우유가 웃으면"
2,"내가 교수님께 회신을 했니"
2,"장외주식 거래 시 양도세 산출기준이 어떻게 되는가 "
2,"제가 저번에 산 주식이 내려가고 있는데 후딱 팔아버릴까요"
2,"이번학기 종강일이 언제니"
2,"오늘 부산 풍향 좀 알려줄래"
2,"서울 인사동 근처 바지락 칼국수집 어디니"
2,"몇 시에 일정 있니"
2,"베란다 불 꺼져 있니"
2,"내일 오후 약속 장소가 어디야"
2,"한 방에 몇 명인가요"
2,"오늘 종합주가지수 몇 포인트야"
2,"세탁기 얼마나 남았어"
2,"메일 수신 알림 기능 켜져있니"
2,"저번 달 나온 아이엘츠 점수를 알려줘"
2,"오늘 들어올 돈이 왜 아직 안 들어오는 걸까"
2,"오늘 티비 몇시에 켰어"
2,"오늘 영덕에 바람이 많이 부니"
2,"장마는 언제 시작이니"
2,"오늘 저녁 약속 장소를 알려줘"
2,"어제 회사에 보낸 메일이 보내졌니"
2,"작년에 지운 메일 모두 복구했니"
2,"가스불 꺼져있는지 알려줘"
2,"토요일에 가족모임 몇 시니"
2,"오늘 거창 날씨 좀 알려줘"
2,"이번주에 최고온도 삼십도가 넘어가는 날이 있는지 아니"
2,"이번주에 언제 휴강인지 알려줄래"
2,"이번주 최고 기온이 몇돈지 아니"
2,"방금 메일 수신 확인 취소되었니"
2,"내일 운전해도 되는 날씨인지 알려줘"
2,"저번주에 구매한 갤럭시탭의 빠진 부품들을 아니"
2,"안방 온도 몇도니"
2,"금융자산관리사 자격증 좀 딸려고 하는데 신뢰도가 제일금융권이 좋을까 아니면 제이 금융권이 좋을까"
2,"자기 차가 더 편할까 아니면 대중교통이 더 편할까"
2,"오늘 건조주의보 내렸는지 좀 알려줘"
2,"부정행위 한 학생이 누구야"
2,"저번 주에 공부를 몇 시간 했는지 알려줘"
2,"대학원 등록금 마감 날짜 알려줘"
2,"제일 최근에 온 메일이 어디서 왔는지 확인해"
2,"오늘 받은 발송취소메일 있니"
2,"다음달 계모임 장소 어디니"
2,"이번주에 구름이 많은날은 언제니"
2,"다음주 수요일 제주도 날씨 어떠니"
2,"없는 사이에 부재중 전화가 있니"
2,"너 제아랑 무슨 사이야"
2,"화장실 조명이 꺼져있니"
2,"내일 오후에 회의 일정 취소할 수 있니"
2,"태풍 때문에 발생한 피해 복구에는 얼마나 걸릴까 "
2,"주식 시장의 붕괴가 대공황으로 이어질까"
2,"오늘 점심시간 몇시까지인지 알려줘"
2,"나는 거의 도착했는데 너는 어디쯤이야 "
2,"오늘 서울 최저기온 몇도니"
2,"부엌 불 껐는지 확인해줘"
2,"회사에서 메일이 온 시간이 몇 시니"
2,"신촌의 쌀국수 전문점"
2,"내일 비가 오는지 알려줘"
2,"성서 사 차 단지에 유월에 입주하는 거 맞죠"
2,"오늘 최고 기온이 몇 도야"
2,"코스닥에 등록된 기업이 몇 개쯤 되나요"
2,"지난주에 회사에서 메일왔니"
2,"임시보관함에 메일이 몇 통 있어"
2,"신용평가가 주식에 미치는 영향을 알고 싶은데"
2,"다음주에 있을 중요한 약속 알려줘"
2,"내일 비 얼마나 내리는지 알려 줄 수 있니"
2,"이번주 금요일 머해"
2,"선풍기 전원 켜져있니"
2,"내일 과외가 몇시니"
2,"내일 회의 언제 끝나니"
2,"팔월이십육일 일정알려줘"
2,"현관에 방문한 사람이 있니"
2,"거기로 송금할까 "
2,"부엌에 배기후드가 틀어져 있니"
2,"어디에 줄 서면 되죠"
2,"베란다 창문이 닫혀있니"
2,"스팸메일함에 메일이 몇 통이나 있는지 확인해줘"
2,"방금 온 메일에 사진자료가 있었니"
2,"다음주에 언제 비오는지 알려줘"
2,"다음달 중요 일정이 뭐야"
2,"오늘 구름은 어떻니"
2,"오늘 회의가 몇개인지 알려줘"
2,"우리회사 저번 회식일이 언제인데"
2,"제주도 날씨 맑은 지 알려줘"
2,"회신 이메일 모두 몇 통이나되지"
2,"외국어 정규강좌 개강 관련 메일 왔니"
2,"엘지정유 주식의 액면가가 얼마인가요"
2,"이번달에 눈 오는지 알려줘"
2,"오늘 보낸 메일 수신했니"
2,"다음주 월요일에 비가 오는지 확인해줘"
2,"석유 값하고 주식하고 어떤 관계가 있지 "
2,"오븐에서 머랭을 구울 건데 몇 분으로 타이머 맞추면 돼"
2,"일본 홍수피해 규모가 어떻게 되니"
2,"거실에 티비 켜져있는지 확인해줘"
2,"오늘 일출 시간 언제인지 알려줘"
2,"엊그제 미세먼지 농도 좀 확인해줄래"
2,"이 메일이 언제 도착했어"
2,"이번주에 언제 화창하니"
2,"내일 해가 언제 뜰까"
2,"내일 선배랑 저녁 약속 장소가 어디였지"
2,"수표 분실 신고는 했어 "
2,"오늘 저녁 회식 장소랑 시간 알려줘"
2,"내일 수도권 지역 비 올 확률이 어떠니"
2,"오늘 친구들 몇시에 만나"
2,"다음달 첫째 주 오사카 날씨 알려줘"
2,"오늘 눈 얼마나 내렸니"
2,"이번주에 야외 데이트하기 좋은 날 알려줘"
2,"팀장님 메일 주소 알려줘"
2,"올 여름 장마의 예상기간 알려줄래"
2,"이번 주 비가 올 찬스가 얼마나 될까"
2,"음력 삼월 이십육일이 양력으로 언제니"
2,"친구 만난 게 무슨 요일이었는지 알려줘"
2,"야 너 또 삐졌냐"
2,"운고가 어떻게 되는지 알려줘"
2,"음식에 앉은 파리를 내쫓자 파리가 한 말은"
2,"내일 날씨 어때"
2,"다음주에 교수님 뵙는 날이 언제였지"
2,"정수기 필터 교체한지 얼마나 됐니"
2,"근데 너 변했냐"
2,"프로젝트 언제까지 마칠 수 있지"
2,"내년 크리스마스는 무슨 요일이니"
2,"내일 부산행 기차가 몇시에 출발하지"
2,"오늘 일정을 모두 알려줘"
2,"첨부파일이 다운되었니"
2,"고금리 특판 예금 괜찮을까 "
2,"부산 서울 간 비행기 요금 얼마야"
2,"여기는 비 오는데 거기도 비와요 "
2,"요새 펀드도 투자 많이 하던데 뭐 그런 건 어때"
2,"올림픽대로 구간의 영상정보를 보여다오"
2,"다음달에 회식이 언제언제 있지"
2,"주식의 최소 거래 단위가 어떻게 되지"
2,"사월달 태권도 승급심사 날이 언제인지 아니"
2,"이번주에 받은 메일 개수 좀 알려줘"
2,"중요한 메일 몇개 있어"
2,"퇴실은 언제하니"
2,"오늘 오후에 날씨가 어때"
2,"내일 오후 시장가는지 알려줘"
2,"오늘 습도가 얼마나 되니"
2,"내일 아침 일정을 알려줘"
2,"온 메일 중에 내가 보낸 메일 있는지 확인해 줘"
2,"다음달 개학 언제인지 알려줘"
2,"오늘 바람이 어느 정도 부는지 알려줘"
2,"어제 보낸 메일 누구한테 보냈는지 확인해줘"
2,"서울에서 라식수술을 잘하는 안과는 어디일까"
2,"어제 온 메일 모두 확인하고 지워줘"
2,"골프장은 어디에요"
2,"제가 실수한건 아니죠"
2,"내일 필라테스 예약 시간 확인해줘"
2,"다음달 말 봉사활동은 언제부터 언제까지니"
2,"스코어는 몇 점이에요"
2,"오늘 오후 다섯시에 어디로 가야하니"
2,"오늘 저녁에 무슨 약속이 있지"
2,"현관문이 잘 닫혔는지 확인해줘"
2,"콜라와 마요네즈를 섞으면"
2,"보일러 껐니"
2,"청담동에 가려면 뭐 타고 가야 하냐 "
2,"서울 근교의 놀이공원 어디냐"
2,"이번달에 있는 공휴일이 얼마나 되니"
2,"이번주 토요일 오전 일곱시 도로에 안개가 끼니"
2,"가스 불 끄고 나왔는지 확인 좀 부탁할게"
2,"뜨개질 관련 메일이 왔니"
2,"알 수 없는 발신자에게 온 메일 지웠니"
2,"무대의상을 입어본 적이 있나요"
2,"경칩날 낮 최고기온 알려 줄 수 있니"
2,"덥고 습한 날씨는 언제까지 계속되니"
2,"내일 오전에 날씨가 맑은지 알려줘"
2,"주방에 불이 켜져 있는지 확인해라"
2,"어제 보낸 메일이 수신 확인되어있니"
2,"다음주에 일정이 총 몇 건 있니"
2,"오늘의 금리 어떻게 되냐"
2,"저번주까지 안 읽은 메일이 몇 개인지 알려줄래"
2,"오늘 저녁 풍속을 알려줘"
2,"이번주 금요일에 날씨가 어떨까"
2,"지금 엘에이 날씨 알려줘"
2,"구월에 있을 결혼식 장소가 어딘지 알려줘"
2,"지금 보고 있는 메일 보낸 사람 스팸 목록에 포함되어 있니"
2,"오늘 새벽에 받은 메일 중요표시 되었니"
2,"오늘 온 메일 있는지 확인해줘"
2,"요리 안한지 얼마나 됐니"
2,"외할머니께 전화 왔니"
2,"논문 발표하러 일본가는 날이 언제야"
2,"오늘 습도를 알려줘"
2,"작년 필리핀 여행갔을 때 렌트 했던 회사 이름이 뭐니"
2,"내일 서울 최고 온도가 몇 도인지 알아봐봐"
2,"이번주 성당 모임 장소를 알려줘"
2,"이번 주말 데이트 시간 알려줘"
2,"거실에 티비 꺼져있는지 확인해"
2,"오늘 대전 날씨 아니"
2,"장마가 언제까지인지 알려줘"
2,"이번에 은행이 망했다는데 내 예금은 괜찮겠지 "
2,"만일 과거로 돌아갈 수 있다면 여러분은 어떤 결정을 바꾸거나 새로 결정하겠습니까"
2,"친구한테서 온 메일 수신자가 누구니"
2,"이번 주 주말 날씨 어떠니"
2,"케이티엑스 부산기차 예약날짜가 언제야"
2,"오늘 오후 기온좀 알려줘"
2,"이번주 금요일 거제도 바람 세기 좀 검색해"
2,"내일 부산 날씨 아니"
2,"지운 메일함에 회사 메일이 있니"
2,"자유롭게 저축하는 상품은 없나요 "
2,"작년 여름 날씨 평균기온 어땠니"
2,"내일 오전 일정 있니"
2,"기상 특보를 알려주겠니"
2,"이번 주 북한산 산악예보 보자"
2,"인터넷쇼핑몰은 계좌번호를 어떻게 알아 "
2,"이번 버스 요금 인상은 며칠부터인데"
2,"최근에 메일 보낸게 몇시였지"
2,"내일 충청도에 바람 많이 불어"
2,"금융 실명제를 최초로 시행한 나라는 어느 곳입니까 "
2,"임시보관함에 몇 개의 이메일이 있니"
2,"시내버스 안에서도 안전벨트 매게 하면 좀 안전할까 "
2,"이번주 저녁 약속 몇 개니"
2,"지금 내리는 비 언제쯤 그치는지 알아"
2,"통일교의 집단 결혼에 관련된 기사를 보여라"
2,"이번에도 학교에서 테니스 하니"
2,"오늘 풍속 알려줘"
2,"오늘 내가 현철이에게 메일을 보냈니"
2,"이번 주 일정중 두시간 이상인 걸리는 일정 알려줘"
2,"서울 강남구에 양주 파는 곳이 있나"
2,"여행지의 칠월 날씨가 어떤 지 알려줘"
2,"요즘 잘나가는 모델의 차가 뭐 있지"
2,"오늘 오전에 온 새 편지 몇 통이니"
2,"나 이번에 엉망이야 넌 몇 등 했냐"
2,"우리 토요일에 볼까 일요일에 볼까"
2,"내일 오전 서울의 날씨 알려줘"
2,"오늘 경남 영하 몇도인지좀 알려줘"
2,"보일러가 켜져 있니"
2,"오늘 비 언제 그치는지 알아봐"
2,"다음달 비 오니"
2,"오늘 온 이메일중 한국어가 아닌게 있니"
2,"이번에 결혼한다던데 며칠이야 "
2,"내일 저녁 약속 취소했니"
2,"확인안한 메일있니"
2,"자궁암 검사 언제 받니"
2,"모든 화장실에 불이 꺼져있는지 확인해라"
2,"방에 불 켜져 있는지 확인해줘"
2,"오늘 외투 필요하니"
2,"가족 모임 몇일인지 알려줄 수 있니"
2,"현재 안읽은 메일 개수를 알려줘"
2,"가스벨브 잠겨있니"
2,"김치냉장고에 자리 얼마나 있니"
2,"스팸함에 편지가 얼마나 있는지 확인해줘"
2,"입사 전에 복리후생이 잘되는지 꼭 확인해봐"
2,"건강은 좀 어떠세요 푹 좀 쉬셨어요 "
2,"다음주 언제 눈오는지 알려줘"
2,"다음주에 비오는 날 있는지 알려줘"
2,"입실 언제니"
2,"공기청정기 켜져있는지 확인해줘"
2,"오늘의 체감기온을 말해줄래"
2,"냉장실이랑 냉동실 몇 도로 유지되고 있어"
2,"증권거래소는 뭐 하는 곳이죠"
2,"올해 장마 언제부터야"
2,"오늘 오후에 미세먼지 농도가 백 아래인지 알려줘"
2,"이번 주일 방문 할 침례교회 이름을 알려줘"
2,"오늘 저녁 일곱시 약속은 어디야"
2,"다음달 친구랑 야구경기 일정 언제인지 알려줘"
2,"오늘 교수님한테 온 이메일 있니"
2,"밥솥 콘센트 뽑혀 있니"
2,"청약 메일 발송 했니"
2,"오월 한 달 동안 받은 메일 중에 제목에 행사가 들어가는 메일을 검색해줘"
2,"테마 주식에 열광하는 이유가 뭘까"
2,"다음주중에 비가 안오는 날이 언제야"
2,"안개 낀 하늘은 언제쯤 볼 수 있니"
2,"천만 원정도 여윳돈 생겼는데 주식 어떨까"
2,"일개월 전 메일 중요메일함에 추가했니"
2,"파일이 첨부된 메일에서 첨부파일 제목좀 말해줄래"
2,"핸드볼 신생팀 기사 모아주렴"
2,"오늘 온 이메일 중 제목에 지원서라는 글씨가 들어간 게 있니"
2,"오늘 몇시에 비가 오는지 알려줘"
2,"청소년 주식투자를 지원하는 학생들 클럽이 있나요 "
2,"이번해 첫눈은 언제로 예상되니"
2,"내일 새벽 부산 날씨 어떤지 아니"
2,"기공체조가 뭐야 태극권처럼 그런 거야 "
2,"내일 보낼 예약 메일이 있니"
2,"내일 어디 가는지 알려주세요"
2,"내일 오전 일정이 어떻게 되는지 알려줘"
2,"다들 점심약속 있으시죠"
2,"내가 보낸 거 수신 확인 됐어"
2,"내일 예상 강수량 알고있니"
2,"회사로 메일이 잘 전달되었니"
2,"현민이는 어젯밤 몇 통을 보냈지"
2,"설안사 소청봉에 비가 내릴 확률은 어떻게 되지"
2,"밥솥에 밥이 얼마나 있는지 확인해줘"
2,"내일 새벽에 안개끼는지 확인해줘"
2,"다음 주 중에 가장 추운 날이 언제니"
2,"오늘 새벽에 날씨 어떤지 알고 있니"
2,"내게쓴메일함에 어제 온 메일 있니"
2,"냉동고 온도가 영하 심팔도로 맞춰져 있니"
2,"실내 습도가 뭐니"
2,"오늘 비가 언제 그치는지 아니"
2,"집 전체의 에어컨 중에 켜져 있는게 있니"
2,"내일 풍속을 알려줘"
2,"내일 수업이 언제 시작하는지 아니"
2,"내게 쓴 메일함 다 비웠니"
2,"새로온 메일 알려줘"
2,"오늘 내가 누구에게 메일을 보냈니"
2,"어디서 몇시에 볼까"
2,"팔월 말 전국 날씨 어떨까"
2,"태풍이 이곳을 지나가는지 경로좀 말해줘"
2,"교육 사이트는 어디가 좋을까 "
2,"오늘 과제 마감 시간 알려줘"
2,"정오에 자외선 지수 얼마인지 말해줘"
2,"언제부터 따뜻해져"
2,"오늘 자외선이 얼마나 높니"
2,"일본 야구 관련 뉴스를 뽑아라"
2,"스팸메일함 이메일들 다 지워져있니"
2,"서울에서 언제 출발이야"
2,"학교에서 지난주에 온 이메일 있었니"
2,"금요일 출장 때 부산 날씨 어떤지 알려줘"
2,"이번 달에 거실 불이 몇 시간동안 켜져 있었는지 알 수 있니"
2,"내일 비가 언제 오는지 알려줘"
2,"내일 오후 잠실야구장 예상 강수량 알아봐"
2,"현재 호우 주의보가 해제된 지역을 보이렴"
2,"오늘 치과예약 몇 시였더라"
2,"사일날 일정이 어떻게 되니"
2,"내 생일 약속 장소 어디야"
2,"이제는 주로 뭐하고 지내 "
2,"올해 태풍오는지 확인해줘"
2,"에어컨 껐는 지 확인해줘"
2,"내일 오전 일정 있니"
2,"이 근처에서 좋은 레스토랑을 추천해주실래요"
2,"폭염 주의보가 내려질까"
2,"카페메일함에서 가장 최근에 온 메일 발신자 누군지 알려줘"
2,"하동에서 횡천까지의 길이 어떤데"
2,"친구랑 약속이 언제야"
2,"오늘 해야할 거 알려줘"
2,"이번달 대구 평균 기온 좀 검색해줘"
2,"작은 방 온도 몇 도인지 알려줘"
2,"추석에 날씨 어때"
2,"광안리에 선지국밥 전문점은"
2,"한의원이 나을까 그냥 병원이 나을까"
2,"다음 달에 추가된 회사 일정이 있어"
2,"오늘 친구랑 만나기로 한 약속이 언제인지 알려줘"
2,"지난 일주일동안 회사에서 메일이 왔었니"
2,"이 이메일이 컴퓨터 외에 어디서 로그인 됐는지 알려줘"
2,"내일이 음력으로 며칠이니"
2,"내일 새벽에 안개가 많이 낄지 알려줘"
2,"이번 주 서해안에 너울로 높은 물결이 일 곳을 아니"
2,"오늘 새로 온 메일이 있니"
2,"사모님과 여행 잘 다녀 오셨나요"
2,"가스 불 꺼있는 지 확인해 줘 "
2,"읽은 메일은 모두 삭제되었니"
2,"시청 로타리 교통 상태는 어떤지 파악해주련"
2,"팥쥐의 깨진 독을 수리해 준 사람은"
2,"다음주에 흐린 날 알려줘"
2,"올리브유 마사지랑 현미식이 최고라는데 해봤어"
2,"이번 주에 비 언제 온대"
2,"중요메일함에 있는 메일 모두 삭제 했니"
2,"오늘 오후에 수영대회가 있니"
2,"내일 축구하러 몇시까지 가야하니"
2,"이번 주에 비 많이 오니"
2,"내일 안동에 바람부니"
2,"지난주 서울의 미세먼지 현황이 어땠니"
2,"아이피주소가 한국이 아닌거 있는지 알려줘"
2,"성수대교 남단에서 도산사거리 사이 도로 정보는"
2,"환풍기 꺼져있니"
2,"이번달 생일인 사람이 있니"
2,"지금 듣고 있는 라디오 채널 주파수 좀 알려줘"
2,"다음주 치과 진료 시간 언제니"
2,"오늘 전남지역 지역 구름의 양은 어떻데"
2,"내일 낮 최고기온 알아봐"
2,"혹시 가스벨브가 켜져 있니"
2,"이번주에 맑은 하늘을 볼 수 있을지 알려줘"
2,"에어컨 온도가 몇도로 되어 있어"
2,"압력밥솥 오후 두시 예약되어있니"
2,"내일 예상 강우량 알려줘"
2,"친구들하고 메일 자주 주고받니"
2,"단대오거리 차량들 흐름은 어떤지 파악해주련"
2,"폭염 경보가 어느 지역에 발효됐지"
2,"인삼은 육 년 근 일 때 캐는 것이 좋다 산삼은 언제 캐는 것이 제일 좋은가"
2,"집 안에 뭐가 있는지 확인해"
2,"독어 회화 수업이 언제까지야"
2,"임시저장된 메일 좀 지워졌니"
2,"뭐하고 지내느라 연락도 안하냐"
2,"요금 채권이나 채무 쪽 일의 전망은 어때 "
2,"가장 최근에 정윤이랑 만난 날이 언제지"
2,"다음 달 미국 출장이 총 몇 박 몇 일인지 알려줘"
2,"현재 풍랑 주의보 해제 지역을 보이렴"
2,"다음주 과제 제출 장소 어디니"
2,"오늘 날씨는 어때"
2,"지금 뉴욕 날씨는 어떻니"
2,"다음주 모임일정 있었니"
2,"오늘 일정이 더 남은게 뭐있어"
2,"지난주 친구랑 어디서 만났었니"
2,"뉴스메일함에 있는 메일이 다 지워졌니"
2,"잠실에 있는 까르푸는 어떻게 간데"
2,"폭염주의보가 언제 풀리는지 검색해줘"
2,"작년 오늘이랑 지금이랑 날씨 비교해줘"
2,"오늘 강수량이 얼마나 되지"
2,"해외 수주 소식이 연이어 들리니 건설주를 사보는 건 어때 "
2,"바람이 언제 가장 많이 부니"
2,"우리나라에서 제일 비 많이 오는데가 어디에요"
2,"실내온도 알려줘"
2,"오늘 빨래해도 되니"
2,"내일 몇 시에 친구 만나기로 했지"
2,"장마가 언제쯤 끝나니"
2,"구렁이의 형은 십렁이라고 한다 그럼 구렁이의 동생은"
2,"이번 달 생일 약속이 몇 개야"
2,"서울에 폭염주의보가 언제까지 지속되는지 알아봐줘"
2,"다음주 플레이스테이션 신작 게임을 예약이 되어 있니"
2,"오늘 연극 시작 시간을 알려줘"
2,"누구 들어온 사람 없는지 확인해줘"
2,"다음주 월요일에 있을 가족 외식 시간과 장소 말해줘"
2,"오늘 안개가 얼마나 짙은지 알려줘"
2,"오늘 미세먼지 농도 좀 알려줘"
2,"지난달 시험 몇일에 있었니"
2,"어제 한 일정 알려줘"
2,"사월칠일에 보낸메일 좀 지워졌니"
2,"부산 시내 교통사고 속보를 알려"
2,"내일 몇시에 일어나야 되는지 알려줘"
2,"장마 언제 끝나는지 알려줘"
2,"내일 최고온도 몇 도니"
2,"다음달 일정이 어떻게 되니"
2,"작년에 갔던 아트센터에 갔던 교통수단을 아니"
2,"내일 날씨 좀 찾아줘"
2,"이번주에 프랑스에는 비가 오니"
2,"가스 밸브 잠겨있는지 확인해줘"
2,"아빠 생신이 언제니"
2,"친구 결혼식 날짜가 언제였지"
2,"오늘 날씨 최저 기온 알려줘"
